tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,nconst,category,lead_actors_ids,language,country,plot,budget,boxOffice
tt11397180,movie,Kendi Yolumda,2022,90,"Comedy,Drama",5.7,1033,nm1699249,actress,"['nm1699249', 'nm1758570', 'nm11182796', 'nm9671208', 'nm7970961']",,,,,
tt11399368,movie,Not Carol,2019,80,Documentary,6.6,142,,,,,,,,
tt11402172,movie,Kirk Yalan,2019,97,Comedy,3.1,1527,nm4432035,actor,"['nm4432035', 'nm2507102', 'nm6237659', 'nm1759769', 'nm2413221']",,,,,
tt11416594,movie,Karakomik Filmler: Deli,2020,60,"Comedy,Drama",6.5,10190,nm0948000,actor,"['nm0948000', 'nm7487576', 'nm0880126', 'nm0205812', 'nm1202823']",,,,,
tt1142407,movie,Napsu gila,1973,95,"Drama,Horror",6.2,269,nm0840515,actress,"['nm0840515', 'nm2507126', 'nm2733323', 'nm2507540', 'nm2508892']",,,,,
tt1142556,movie,Keeping Watch,2007,92,"Mystery,Romance",6.3,166,nm1534398,actor,"['nm1534398', 'nm2840530', 'nm3497076', 'nm1998532', 'nm4862786']",,,,,
tt11428996,movie,Kiki: Lanet-i Cin,2020,84,Horror,3.2,143,nm10195466,actor,"['nm10195466', 'nm1846933', 'nm6707969', 'nm11250644', 'nm9780097']",,,,,
tt1143148,movie,Nora's Will,2008,92,"Comedy,Drama",7.2,1238,nm0525459,actor,"['nm0525459', 'nm1593379', 'nm1138862', 'nm0173062', 'nm2707274']",Spanish,Mexico,"Nora commits suicide in a timely way consistent with her plan to bring her ex-husband, José (Luján), and the rest of their family together for a Passover together.",,
tt11441458,movie,Kadaseela Biriyani,2021,115,"Comedy,Crime,Drama",7.4,1671,nm7559573,actor,"['nm7559573', 'nm10568943', 'nm9025544', 'nm6832572', 'nm1362256']",Tamil,India,"The narrator, Vijay Sethupathi, recounts the tale of Chikku Pandi (Vijay Ram), who as a young child is removed from the rest of his family by his father, who wishes to protect him from their violent criminal ways and instead raise him to lead a simple peaceful life. Chikku concentrates on his studies, hoping to meet his father's ambition of becoming a doctor. However when Chikku turns 16, his father is murdered by the owner of a large rubber plantation, Sathyan (Vishaal Ram). Chikku reunites with his older brothers Periya Pandi (Vasanth Selvam) and Ila Pandi (Dinesh Mani), who pressure him into a plan to avenge their father's death by killing Sathyan. The three brothers travel to Sathyan's rubber plantation in Kanjirappally, Kerala. Expecting to have to kill several of Sathyan's workers to gain access, they instead find the plantation deserted. At Sathyan's house they see that Sathyan's son Johan Kariya (Hakkim Shah), a notorious psychopath, has unexpectedly returned home, causing the plantation workers to flee in fear. The brothers overhear an argument between Johan and his father, during which Johan taunts his father by revealing that he had killed his father's mistress and burnt their son alive. Johan mocks his father's grief.",,
tt1144804,movie,Kambakkht Ishq,2009,142,"Action,Comedy,Romance",3.9,7988,nm0474774,actor,"['nm0474774', 'nm0004626', 'nm0012778', 'nm1147677', 'nm0412917']",Hindi,India,"When stuntman Viraj Shergill and medical student Simrita Rai come across each other at his brother Lucky's and her best friend Kamini Sandhu's hastily planned wedding ceremony, they instantly develop a dislike for each other. Both have a very low opinion of the opposite sex, and staunchly believe marriage is not the way to go for the two newlyweds, whom they try to discourage from proceeding further.",₹650 million,est.₹840 million
tt1144805,movie,King Lines,2007,64,"Adventure,Documentary,Sport",7.8,351,,,,,,,,
tt11448684,movie,Nailed,2019,97,"Comedy,Crime,Drama",5.7,224,nm1041148,actor,"['nm1041148', 'nm18047170', 'nm9025636', 'nm0423259', 'nm12285317']",English,United States,,,
tt11449072,movie,Kartoffelsalat 3 - Das Musical,2020,92,Musical,4.1,2850,nm10924695,actress,"['nm10924695', 'nm8564465', 'nm10354338', 'nm0905944', 'nm5756431']",,,,,
tt11454162,movie,Killed My Wife,2019,109,"Action,Drama,Thriller",5.8,178,nm5947788,actor,"['nm5947788', 'nm3756266', 'nm0014215', 'nm4908219', 'nm3769453']",,,,,
tt11464118,movie,Kovala,2021,122,"Drama,Music",5.8,466,nm11211875,actor,"['nm11211875', 'nm4373784', 'nm3113711', 'nm8690066', 'nm4128739']",,,,,
tt11468156,movie,Kabadadaari,2021,146,"Crime,Drama,Thriller",6.3,1151,nm4971960,actor,"['nm4971960', 'nm5626108', 'nm0621937', 'nm1957308', 'nm0710046']",Tamil,India,"Shakti is a traffic cop whose real interest lies in handling crime-related cases. One day, he accidentally comes across the skeletal remains of a three-member family, and decides to investigate the case without telling his senior officer.
However, his plans hit roadblock when he gets to know that the remains are four-decades old. Forensic reports show that there are signs of struggle on the bodies, so it probably was a murder. His encounter with Kumar, a small-time journalist who is also interested in the case, helps him unfold the mystery. He finds out that the dead family's head is Suresh, the boss of an archaeology department. He worked with Sampath to uncover jewels from the Vijayanagara Empire. It was the same day in which Sampath was killed. On the same day, Suresh was found with a bloodstained shirt, so Shakthi realized that Suresh killed Sampath. The arrival of Ranjan, a retired cop, who investigated the case decades before, and actress Ramya into the plot, makes things complex for Shakti. Kumar tells Shakthi that Ramya is related to the case, so Shakthi goes to ask her questions. But, it proves unsuccessful. Ranjan decides to help Shakthi by giving him information from what he investigated. He reveals that Suresh actually didn't kill Sampath and that the blood on Suresh's shirt was from a wounded person whom Suresh had saved. Who killed Sampath, and how the family died still remains a mystery. Ramya was also killed later. When Ranjan and Shakthi went to investigate her house, they see a picture of Ramya wearing a necklace from the Vijayanagara Empire excavation. Then, they see a goon who breaks into the house. Shakthi and Ranjan chase after him.",,
tt1147686,movie,Nobody to Watch Over Me,2008,118,Drama,6.8,364,nm0766233,actor,"['nm0766233', 'nm1541331', 'nm0559430', 'nm0410942', 'nm1482259']",,,,,
tt11483842,movie,"Karel, já a ty",2019,111,"Comedy,Drama",5.6,121,nm0092608,actress,"['nm0092608', 'nm1132560', 'nm4088810', 'nm7671009', 'nm2208237']",,,,,
tt1149400,movie,Note by Note: The Making of Steinway L1037,2007,81,"Documentary,Family,Musical",8,441,nm2856232,actor,['nm2856232'],English,,,,
tt1149599,movie,Nonsense Revolution,2008,83,"Comedy,Drama",5.6,118,nm2107127,actress,"['nm2107127', 'nm0396623', 'nm2854724', 'nm1442185', 'nm2085879']",English,Canada,,,
tt11498678,movie,Nebo izmeryaetsya milyami,2019,90,Drama,5.7,111,nm0836534,actor,"['nm0836534', 'nm3539159', 'nm1459463', 'nm4193518', 'nm1815729']",,,,,
tt11508224,movie,Kaanchli Life in a Slough,2020,101,Drama,5,132,nm0592799,actor,"['nm0592799', 'nm7602920', 'nm11231084', 'nm1391032', 'nm9372885']",HindiRajasthani,India,"The film is based on a story of folklorist Vijadan Detha.[7] Kishnu is married to a beautiful woman named Kajri, towards whom Thakur, a resident of the village, has bad intentions. Thakur asks his right-hand man Bhoja to get Kajri for him. Kajri, however, is loyal to her husband and one day attacks Thakur in self-defence. Rather than praising her, Kishnu warns Kajri to not behave in this manner with Thakur again. Heartbroken and stubborn, Kajri tries to get a reaction from her husband by entering into an extramarital affair with another man, Bhoja.  Bhoja falls in love with Kajri, which gives her the idea to test Kishnu using Bhoja just to see her husband's reaction.[8][9]",,
tt1150946,movie,Krishnarjuna,2008,134,"Comedy,Drama,Romance",4.1,1638,nm0015459,actor,"['nm0015459', 'nm2059736', 'nm1952830', 'nm2289345', 'nm0025654']",Telugu,India,"A mentally unstable pregnant woman runs inside a temple and closes the door. She gives birth to a boy at the feet of Lord Krishna's idol and breathes her last. The doors of the temple are closed, as people believe that the birth of such a woman's child in 'Gharbhagudi' is a bad omen. The boy, named Arjun, grows up under the guardianship of his grandmother. He goes to work as a bodyguard to Satya, the sister of landlord Pedababu. Arjun and his grandmother live in the outhouse of Pedababu's bungalow. Arjun is ill-treated by everyone. When an astrologer says that Satya's first husband will be killed and she will live happily with her second husband, Pedababu plans to get Satya married to Arjun first. Then, he conspires to kill him and get Satya married to a rich man. However, Lord Krishna comes to Arjun's assistance. Arjun gains some powers from his companionship with the Lord and overcomes the evils that threaten his peace and family life. He also succeeds in reopening the doors of the temple. Arjun then dies by jumping off a tall building because of his faith in Lord Krishna who revives him a minute after his death. The film ends on a happy note.",,
tt1151915,movie,Nothing Like the Holidays,2008,98,"Comedy,Drama,Romance",6.1,5063,nm0000491,actor,"['nm0000491', 'nm0135585', 'nm0005226', 'nm0000547', 'nm0001615']",EnglishSpanish,United States,"At Chicago's O'Hare International Airport, a group of Marines have just returned to the US from Iraq. As the Marines leave, one Marine remains and makes his way towards the exit. The Marine's name is Jesse Rodriguez (Freddy Rodriguez). The film cuts to a house where a man, Edy Rodriguez (Alfred Molina) is on a ladder nailing up a welcome home sign for Jesse. The woman, his wife, Anna Rodriguez (Elizabeth Peña) gives him a rather disgruntled look before leaving to prepare for Jesse's return.",,$7.5 million
tt1152277,movie,No Bad Days,2008,98,"Action,Adventure,Comedy",3.4,324,nm0202966,actor,"['nm0202966', 'nm0879186', 'nm1238005', 'nm2071473', 'nm1756068']",,,,,
tt11525644,movie,No Sudden Move,2021,115,"Crime,Drama,Mystery",6.4,45087,nm0000332,actor,"['nm0000332', 'nm0001125', 'nm1092086', 'nm0358316', 'nm0196185']",English,United States,"In 1954 Detroit, Michigan, gangster Curt Goynes, in need of cash to leave town, is recruited to threaten a family as part of a blackmail scheme, along with gangsters Ronald Russo and Charley. The recruiter, Doug Jones, sends them to the house of GM accountant Matt Wertz, where they are to hold the family hostage while sending Wertz to his office to retrieve a document from his boss's safe. Finding the safe empty, a desperate Wertz brings fake documents to Jones, then returns home, where Charley prepares to execute the entire family, to the surprise of Goynes and Russo. Not wanting to be part of a massacre, Goynes shoots and kills Charley.",,
tt11530234,movie,"Kalel, 15",2019,105,Drama,7.1,531,nm0305182,actor,"['nm0305182', 'nm0430482', 'nm6652668', 'nm7755666', 'nm6944516']",Filipino,Philippines,"Kalel and his mother, Edith, are seen in a clinic speaking to medical professionals. During their commute from the hospital, Edith is angry at him and asks him how he could have contracted the disease. Edith tells Kalel not to tell anyone about the diagnosis. They arrive at the carinderia or canteen where Edith works and his sister, Ruth, is seen minding the business.",,
tt11530982,movie,Kuruthi Aattam,2022,147,"Action,Drama,Thriller",4.2,841,nm9350574,actress,"['nm9350574', 'nm0704654', 'nm0704654', 'nm1099597', 'nm5342535']",Tamil,India,"Shakthivel is a government hospital attender and a Kabaddi player, who lives in Madurai which is ruled by two political bigwigs Gandhimathi and Durai.  During a Kabaddi match, Shakthi meets Gandhimathi's son Muthu and soon they become friends. However, Muthu's friend and Durai's son Arivu is jealous of Shakthi due to a dispute, where he wants to settle score with him and Muthu and take over Gandhimathi's position. Arivu plans Muthu and Gandhimati's attack simultaneously in different places, where Muthu gets killed in a gang-war, while Gandhimathi survives and recognizes one of her attackers.",,
tt11541624,movie,Naanu Matthu Gunda,2020,139,Drama,5.9,113,nm9934189,actor,"['nm9934189', 'nm5779603', 'nm10157177']",,,,,
tt11542194,movie,Kaaal,2020,109,"Adventure,Horror,Mystery",4.7,1670,nm8622604,actor,"['nm8622604', 'nm9819335', 'nm11294259', 'nm10940225', 'nm9714281']",,,,,
tt11546920,movie,Kin Dread,2021,94,Thriller,4.5,567,nm9494384,actor,"['nm9494384', 'nm0192560', 'nm7974033', 'nm6106791', 'nm0363665']",,,,,
tt11547520,movie,Kalashnikov,2020,110,"Action,Biography,Drama",6.6,6208,nm5426973,actor,"['nm5426973', 'nm4224505', 'nm0810638', 'nm0311059', 'nm1181610']",,,,,
tt11560012,movie,Klases Salidojums 2,2020,97,Comedy,5.5,136,nm4143310,actor,"['nm4143310', 'nm2402574', 'nm9240653', 'nm6598701', 'nm2828185']",,,,,
tt1156148,movie,Karzzzz,2008,142,"Action,Drama,Musical",2.3,1512,nm0720252,actor,"['nm0720252', 'nm0007107', 'nm3149050', 'nm0603352', 'nm0044796']",Hindi,India,"Ravi Verma has just won a court case against gangster Sir Judah in Kenya, making him the legal recipient of several thousand acres of vineyards. He celebrates the victory by marrying the love of his life, Kamini, and decides to introduce her to his mother and sister. Unbeknownst to Ravi, Kamini is in cahoots with Judah; she sabotages the plane they are travelling in and safely escapes, leaving Ravi with no parachute. He quickly falls to his death. Kamini, now Princess Kamini, inherits Ravi's wealth, forcing his mother and sister to live in abject poverty.",,
tt1156395,movie,K-20: The Fiend with Twenty Faces,2008,137,"Action,Adventure,Crime",6.5,2221,nm0437580,actor,"['nm0437580', 'nm0559381', 'nm0620252', 'nm2398657', 'nm1959800']",,,,,
tt1156479,movie,Kamui Gaiden,2009,120,"Action,Adventure,Drama",5.6,1152,nm1947564,actor,"['nm1947564', 'nm0468746', 'nm0462006', 'nm0766233', 'nm0411692']",Japanese,Japan,"The young Kamui is a runaway ninja who has abandoned his clan, now constantly pursued by assassins. His travels bring him to a seashore village where he meets Hanbei, a fisherman who shares the former ninja's sense of honor. Though Hanbei's wife is wary of the stranger, the fisherman and Kamui become good friends. Life at the seaside seems idyllic but Kamui does not get to enjoy the peace for very long when his past life is catching up on him, and everything and everyone is not as it seems. Now he must draw upon his shadowy arts if he hopes to escape with his life.",$18 million,"$11,891,739"
tt11569584,movie,Kem Chho?,2020,142,Drama,6.8,176,nm6806521,actor,"['nm6806521', 'nm11501062', 'nm11501056', 'nm11501061', 'nm11501064']",,,,,
tt11575918,movie,Nargesi,2021,84,,5.4,130,nm8511147,actress,"['nm8511147', 'nm15850767', 'nm5226215', 'nm8968865', 'nm6488740']",,,,,
tt1157668,movie,Kicking It,2008,98,"Documentary,Sport",7.2,404,,,,English,United States,,,
tt1157688,movie,North Starr,2008,115,Drama,4.4,100,nm1658911,actor,"['nm1658911', 'nm1285846', 'nm2884388', 'nm1572894', 'nm1074283']",English,United States,"A young African American man living in Houston witnesses his best friend's brutal murder, then flees to the small, racially intolerant, backwater town of Trublin.",,
tt11581174,movie,Karnan,2021,158,"Action,Drama",8,25137,nm1333687,actor,"['nm1333687', 'nm0482309', 'nm8135195', 'nm6489058', 'nm0836991']",Tamil,India,"In southern Tamil Nadu, two neighbouring villages, Melur and Podiyankulam in Tirunelveli find themselves in constant conflict as the latter is denied a bus stop. Podiyankulam's inhabitants, who belong to the oppressed communities, are forced to use the bus stop in Melur for commuting, which irks the locals who belong to the dominant castes. Despite multiple petitions, Podiyankulam is constantly denied a bus stop thanks to the influence of Melur's local government.",,est. ₹67.25 crore
tt1158278,movie,Kisaragi,2007,108,"Comedy,Mystery",7.2,1391,nm1040419,actor,"['nm1040419', 'nm0763227', 'nm1845421', 'nm2201640', 'nm0434596']",Japanese,Japan,"One year after the suicide of C-list model Kisaragi Miki, five of her fans come together for a commemorative meeting. They slowly come to the realization that her death did not occur the way they thought it did. The more they talk, the more the case takes shape in their minds, and the closer they come to the truth.",,
tt1158939,movie,Never Grow Old,2019,100,"Drama,Thriller,Western",6,5452,nm0386472,actor,"['nm0386472', 'nm0000131', 'nm1918862', 'nm9450235', 'nm9450236']",English,"Ireland
Luxembourg","A man carrying a gun enters a frontier church in Garlow, a town on the California Trail, and a shot rings out.",,"$106,796"
tt1159502,movie,Kurosagi: The Black Swindler,2008,127,"Crime,Drama,Thriller",5.5,1003,nm1311744,actor,"['nm1311744', 'nm1689927', 'nm0014558', 'nm2371560', 'nm1368557']",,,,,
tt11595702,movie,"Kiss Him, Not Me",2020,90,"Comedy,Music,Romance",5.7,182,nm10170206,actor,"['nm10170206', 'nm9005902', 'nm6163148', 'nm6891241', 'nm9548740']",,,"Kae Serinuma is a fujoshi, a female otaku who loves reading yaoi and imagining men together in romantic relationships, both fictional and real. When one of her favorite anime characters is killed off, Kae is so shocked that she locks herself in her room for a whole week. When she eventually comes out, she discovers that she has lost a lot of weight. She becomes a beautiful girl that catches the eye of four boys at her school: Yūsuke Igarashi, Nozomu Nanashima, Hayato Shinomiya, and Asuma Mutsumi. Despite learning about Kae's bizarre tendencies, the four boys, along with another fujoshi named Shima Nishina, all fall for Kae and begin competing with each other for her affection, much to Kae's frustration as she wants them to fall in love with each other.",,
tt1159722,movie,Nerdcore Rising,2008,85,"Documentary,Music",6.7,516,nm8957762,actress,['nm8957762'],English,United States,,,
tt1160328,movie,Kalloori,2007,140,Drama,7.4,605,nm2876589,actor,"['nm2876589', 'nm2877240', 'nm0080238', 'nm1961459', 'nm2877731']",Tamil,India,"The film opens with a group of students clearing weeds near a roadside tree. Flashing back a few years earlier, a bus full of college students heads towards Government Arts College in a small town. Among them are Muthuchelvan, Ramesh, Kayalvizhi, Adhilakshmi, Nagarani, Albert, Kamakshinathan, Salima, and Ayyanar, who have been friends since high school. Muthu showcases his athletic talent, while Ramesh is a charismatic flirt and movie enthusiast. Kayal is determined and independent, adamant about not falling in love within their friend group. Adhilakshmi has a passion for food, while Nagarani, who speaks Telugu, suffers from fits when frightened. Albert, a Christian, faces abuse from his alcoholic father. Kamakshinathan, although wealthy, struggles with shyness, especially when meeting new classmates. Salima excels in academics and dance, and Ayyanar adds a quirky touch to the group dynamics. As they step into college for the first time, their journey begins.",,
tt11604676,movie,Nayattu,2021,124,"Crime,Thriller",8,10355,nm0090283,actor,"['nm0090283', 'nm5852449', 'nm9016782', 'nm3154399', 'nm12473636']",Malayalam,India,"Praveen Michael rejoins the police force in a new station as a CPO. A local political goon named Biju, who is related to police officer CPO Sunitha, is summoned for being a constant troublemaker. Praveen and his senior officer ASI Maniyan get into a scuffle with the goon and lock him up in a cell, but he is later released without charge due to the political influence of his Dalit party. After a wedding party, Maniyan and Praveen are drunk, joined by Sunitha who accepts a lift. With Maniyan's nephew Rahul as the driver, they get into a collision with a motorbike. They move to assist after realizing that the bike rider Jayan is a friend of Biju.",,
tt1160524,movie,Naruto Shippuden: The Movie - Bonds,2008,98,"Action,Animation,Fantasy",6.8,6211,nm0847594,actress,"['nm0847594', 'nm1468944', 'nm1617276', 'nm0411167', 'nm1050267']",Japanese,Japan,Enemy ninjas from the Land of the Sky arrive in Konoha and quickly set about attacking the village by committing an act of vengeance for the Leaf Village's devastating attack on the Sky Country during the Second Great Ninja World War.,,"¥1.16 billion 
(US$10.6 million)"
tt11612144,movie,Koli Taal,2021,92,"Comedy,Drama,Mystery",7.6,2414,nm11274905,actor,"['nm11274905', 'nm8186984', 'nm11294482', 'nm9333238', 'nm11294484']",Kannada,India,,,
tt11612890,movie,Night Night,2021,92,"Horror,Thriller",3.9,3025,nm6476879,actress,"['nm6476879', 'nm5674282', 'nm5913155', 'nm2342402', 'nm1781213']",English,"United Kingdom
United States","Married couple Nell and Simon host a yearly Christmas dinner at their country estate for their former school friends and their spouses. This Christmas is a special occasion with everyone dressing in formal wear and the children being allowed to swear. It is gradually revealed that because of an imminent environmental catastrophe in which a gigantic rolling poisonous gas cloud (which follows minutes after numerous smaller green tornadoes that are generally considered as heralds of the upcoming danger) is killing most life forms, the British government has issued suicide pills for a quick and easy death before the cloud hits Britain. The suicide pills were delivered to the entire population, except for the homeless and illegal migrants. Nell, Simon, and the rest of their friends have made a suicide pact to take the pills and give them to their children. However, while James agrees with his friends over the decision, his young wife Sophie has recently discovered she is pregnant and is still unsure whether to take the pill.",,
tt11613502,movie,Keyboard Fantasies,2019,71,"Biography,Documentary,History",7,186,,,,,,,,
tt11613548,movie,Kathbirali,2019,115,"Drama,Thriller",7.5,659,nm11275448,actor,"['nm11275448', 'nm0032572', 'nm12745851', 'nm3723753', 'nm12691465']",Bangla,Bangladesh,,,
tt1161650,movie,Neînvinsa-i dragostea,1994,89,Drama,7.8,105,nm0535811,actress,"['nm0535811', 'nm0493668', 'nm0881984', 'nm2883292', 'nm1195273']",,,,,
tt11618350,movie,Nemesis,2021,88,"Crime,Thriller",3.3,1209,nm0002103,actor,"['nm0002103', 'nm0668271', 'nm0391080', 'nm0602941', 'nm0614854']",English,United Kingdom,"An underworld kingpin, John Morgan (Billy Murray), returns to London from semi-retirement in Turkey, along with his wife Sadie (Jeanine Nerissa Sothcott), triggering a cataclysm of violence, retribution and murder.[3][4] Morgan's return reignites a feud with a vengeful cop named Frank Conway (Nick Moran), is not welcomed by crime boss Damien Osbourne (Bruce Payne) and is the catalyst for bickering between his brother Richard (Frank Harper) and nephew Eddie (Danny Bear).[5] John endeavours to reconcile his family at a party in his apartment, where they are set to meet his daughter Kate’s (Ambra Moore) new girlfriend Zoe (Lucy Aarden), but the family become trapped in their own home by a gang of heavily armed intruders.[5]",,
tt11628208,movie,North of Normal,2022,90,Drama,6.4,862,nm0300589,actress,"['nm0300589', 'nm0195439', 'nm0001015', 'nm9931958', 'nm4301412']",English,Canada,,,
tt11629268,movie,Keep Your Hands Off Eizouken!,2020,113,"Adventure,Comedy",5.8,108,nm7628256,actress,"['nm7628256', 'nm10010850', 'nm11282421', 'nm10654994', 'nm12606170']",,,"First-year high schooler Midori Asakusa loves anime so much, she insists that ""concept is everything"" in animation. While she spends her time doodling endless ideas and settings in her sketchbook, she has not taken the first step to creating anime, insisting that she cannot do it alone. After Asakusa's money-loving best friend Sayaka Kanamori notices her genius and drive, and when it becomes clear that their classmate and charismatic fashion model Tsubame Mizusaki wants to be an animator, the energetic trio start an animation club. Together, the three aim to realize the ""ultimate world"" that exists in their minds, and come to see the power that fiction and imagination have on their lives and the world around them.",,
tt11633774,movie,No es lo que parece,2021,110,"Comedy,Romance",7.9,102,nm1702781,actor,"['nm1702781', 'nm2265898', 'nm2376051', 'nm7064356', 'nm0117850']",Spanish,Dominican Republic,,,
tt1163761,movie,New Tokyo Decadence,2007,62,Drama,6.3,267,nm2424801,actress,"['nm2424801', 'nm1923635', 'nm2408401', 'nm2408401', 'nm1027829']",,,,,
tt11648514,movie,Narappa,2021,153,"Action,Drama",7.6,4392,nm0893142,actor,"['nm0893142', 'nm1421465', 'nm1960306', 'nm10484270', 'nm9952282']",Telugu,India,"In the 1980s Anantapur district, a man and a boy are trekking across a river, carrying homemade bombs. In another part of the village, a woman, a man, and a young girl are also hiding from the police.",,
tt11669538,movie,Nobody's Hero,2022,100,"Comedy,Drama",6.2,1049,nm2806009,actor,"['nm2806009', 'nm0527852', 'nm0527852', 'nm9593284', 'nm9593284']",French,France,,,
tt1167512,movie,Kevorkian,2010,91,Documentary,7.6,348,nm1535170,actor,['nm1535170'],,,,,
tt11679950,movie,Kiba: The Fangs of Fiction,2020,113,Drama,6.4,405,nm1410940,actor,"['nm1410940', 'nm4233819', 'nm0454128', 'nm0462050', 'nm0475165']",,,,,
tt11681056,movie,Natural Light,2021,103,"Drama,History,War",5.9,1494,nm12309005,actor,"['nm12309005', 'nm6933081', 'nm12309006', 'nm12309007', 'nm12309008']",Hungarian,"Hungary
Latvia
France
Germany","The plot takes places during the second World War and shows the war through the eyes of one character, taken from the novel.[3]",,
tt11684438,movie,Nobody Loves You and You Don't Deserve to Exist,2022,98,"Drama,Mystery",7.4,108,nm13006035,actress,"['nm13006035', 'nm12036323', 'nm12036323', 'nm10978545', 'nm11019161']",,,,,
tt11685364,movie,Nanny Danger,2020,96,"Drama,Thriller",4.7,299,nm8374992,actress,"['nm8374992', 'nm5396373', 'nm2262592', 'nm1229677', 'nm7251898']",,,,,
tt11686556,movie,Na Lune,2020,100,"Adventure,Drama",5.5,140,nm11306982,actor,"['nm11306982', 'nm0051282', 'nm2815281', 'nm0596461', 'nm3886359']",,,,,
tt11690220,movie,Kratt,2020,107,"Comedy,Fantasy,Horror",6.1,505,nm0510320,actress,"['nm0510320', 'nm11312239', 'nm11312240', 'nm11312241', 'nm11312242']",,,,,
tt1169147,movie,Kitaro and the Millennium Curse,2008,119,"Adventure,Family,Fantasy",5.1,185,nm1985175,actor,"['nm1985175', 'nm2463438', 'nm0849049', 'nm1126978', 'nm0849776']",,,,,
tt1170400,movie,Kids,2008,109,"Drama,Fantasy",6.5,250,nm1955987,actor,"['nm1955987', 'nm1071507', 'nm0475752', 'nm0756877', 'nm0412831']",,,,,
tt11704354,movie,Kesari (Saffron),2020,154,Drama,8,184,nm8461030,actor,"['nm8461030', 'nm0542498', 'nm0324845', 'nm0430803', 'nm6294931']",,,,,
tt11709296,movie,Nabat,2019,90,"Drama,Romance",5.2,505,nm1486911,actor,"['nm1486911', 'nm0267043', 'nm11317192', 'nm15850767', 'nm13182919']",,,,,
tt11710090,movie,Nussa: The Movie,2021,107,"Animation,Comedy,Drama",7.2,646,nm10199212,actor,"['nm10199212', 'nm10282155', 'nm12639328', 'nm10193931', 'nm12639329']",,,,,
tt11718526,movie,Ninnila Ninnila,2021,118,"Comedy,Romance",7.5,1655,nm5654463,actor,"['nm5654463', 'nm5058490', 'nm3383930', 'nm0621937', 'nm5623923']",Telugu,India,Dev arrives in London to work in a restaurant. The restaurant named Amara is run by a head chef who is revered by everyone who works there. The head chef has never cooked in 15 years and judges any dish only by smell. Rajesh and Tara also work in the same restaurant. Dev who has unexpected muscle spasms is a good cook too. He quickly impresses the head chef and all the others in the restaurant with his stealthy apt additions in other's dishes.,,
tt1172062,movie,Kangaroo,2007,143,"Comedy,Drama,Romance",4.1,300,nm1335387,actor,"['nm1335387', 'nm0534858', 'nm1334389', 'nm0018203', 'nm1428080']",Malayalam,India,"Josekutty is a hard-working Knanaya Christian auto rickshaw driver from a good family. He falls in love with Jancy whose sister, Nancy, is an unwed mother of a baby boy. Josekutty is asked to see Nancy for an arranged marriage. He mistakenly thinks that Jancy is Nancy, and he agrees to the marriage. Josekutty agrees to marry her. Nancy is found dead on the day before the wedding. Josekutty raises her child as his son and tries to find out who fathered Nancy's son. He learns that Monachan, who was the son of the majordomo in Nancy's family, was in love with her and had earlier killed her boyfriend, who was the father of her child. He also accidentally killed Nancy. While trying to kill Josekutty and the child, Monachan is stabbed to death by Josekutty's brother Mathukutty, thereby saving Josekutty and the child. Josekutty and Jancy make up and decide to take care of the child as their own.",,
tt1172168,movie,Kung Fu Kid,2007,98,Action,3.9,191,nm2897543,actor,"['nm2897543', 'nm2756765', 'nm2639637', 'nm0299210', 'nm3912482']",,,,,
tt11731768,movie,Ka Pae Ranasingam,2020,177,Drama,7.2,2218,nm5781594,actress,"['nm5781594', 'nm4043111', 'nm6106368', 'nm7945153', 'nm10433634']",Tamil,India,"The film begins with Ariyanachi getting ready for her daughter's ear piercing function. It is shown that her husband Ranasingam lives in Dubai to support their family. As the function is happening, Maayi, Ranasingam's younger sister, learns that her brother died during a protest in Dubai through the police. As everyone is in shock and heartbroken, they try to bring Ranasingam's body back to India.",,
tt1173506,movie,Krishna: The Power of Indrakeeladri,2008,147,"Action,Comedy,Drama",6.3,979,nm0712433,actor,"['nm0712433', 'nm1375534', 'nm0103977', 'nm0222143', 'nm0793851']",,,,,
tt11742524,movie,Nothing But the Blood,2020,89,"Drama,Horror,Thriller",2.8,181,nm8947254,actress,"['nm8947254', 'nm6288991', 'nm9043736', 'nm5222815', 'nm7372106']",,,,,
tt1176096,movie,Night and Day,2008,144,Drama,7.1,1439,nm1307485,actor,"['nm1307485', 'nm1040341', 'nm1031871', 'nm3839332', 'nm1644336']",Korean,South Korea,,,"$208,859"
tt1176204,movie,Knut and His Friends,2008,89,Documentary,6.6,131,nm1033709,actor,['nm1033709'],,,,,
tt1176442,movie,Nejkrásnejsí hádanka,2008,98,"Comedy,Family,Fantasy",5.8,238,nm1120249,actor,"['nm1120249', 'nm2139112', 'nm0693140', 'nm0575922', 'nm0879345']",,,,,
tt1176699,movie,Novemberkind,2008,95,Drama,6.6,505,nm1031534,actress,"['nm1031534', 'nm1031534', 'nm0559890', 'nm0774883', 'nm0079916']",,,,,
tt1177161,movie,Naoko,2008,120,"Drama,Romance,Sport",6.2,154,nm1392075,actress,"['nm1392075', 'nm2067218', 'nm0875444', 'nm1687017', 'nm2320634']",,,,,
tt11771626,movie,Numbers,2020,104,"Drama,Sci-Fi",5.4,262,nm0029048,actor,"['nm0029048', 'nm5698254', 'nm5265090', 'nm9161984', 'nm11344546']",,,,,
