tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,nconst,category,lead_actors_ids,language,country,plot,budget,boxOffice
tt11773276,movie,Krishna and His Leela,2020,125,"Comedy,Romance",5.9,1843,nm4149070,actor,"['nm4149070', 'nm7744845', 'nm6682161', 'nm7626231', 'nm1219922']",Telugu,India,"In Vizag, Sathya breaks up with Krishna and moves to Bangalore. After going through a phase of depression, Krishna decides to move on and meets Radha, and they begin dating. Krishna receives a job offer in an IT firm in Bangalore, and leaves after deciding to maintain a long-distance relationship with Radha.",,
tt11773456,movie,Naandhi,2021,146,"Crime,Drama,Thriller",7.8,4904,nm2863651,actor,"['nm2863651', 'nm4174212', 'nm6649988', 'nm6419392', 'nm4936620']",Telugu,India,"Surya Prakash is an honest software engineer living with his parents. His only aim is to fulfill the dreams of his parents, which they sacrificed for his upbringing. Soon, Surya gets engaged to Meenakshi. Meanwhile, tensions arise in the state after the death of an honest and truthful lawyer Rajagopal. The police are under immense pressure to arrest the murderer. The in-charge of the case, CI Kishore, pulls Surya into the case, arresting him by falsely accusing him of killing Rajagopal. This is after he gets a contract, worth ₹10 lakh, which Surya actually took as a loan, for buying a house. Kishore creates and plants fake evidence.",₹6 crore,est. ₹9.5 crore
tt11810432,movie,Natsuki: The Movie,2018,61,"Biography,Comedy,Documentary",8,140,,,,,,,,
tt1182908,movie,Krazzy 4,2008,110,"Comedy,Crime,Drama",4.3,2542,nm0004487,actress,"['nm0004487', 'nm0451234', 'nm0451174', 'nm1056425', 'nm1021919']",Hindi,India,"Raja, who has intermittent explosive disorder, Gangadhar, a schizophrenic man living in India’s freedom struggle era, Dr. Mukherjee, who has obsessive–compulsive personality disorder, and Dabboo, who has selective mutism, are patients under the care of Dr. Sonali at a mental hospital. She secures permission to take them to an Independence Day India–England cricket match.",₹18 crore,₹32.27 crore
tt11829142,movie,Not Me,2021,105,"Comedy,Drama,Fantasy",5.2,1874,nm2347863,actor,"['nm2347863', 'nm0444324', 'nm1407910', 'nm8329220', 'nm13376619']",,,,,
tt1182921,movie,Ninja,2009,86,"Action,Thriller",5.5,14803,nm0012078,actor,"['nm0012078', 'nm0407296', 'nm1856057', 'nm0421709', 'nm0407033']",EnglishJapanese,United States,"Casey Bowman is an American orphan, who is adopted into a martial arts dojo in Japan. Due to his perseverance and desire to master bushido, Casey earns the respect of his Sensei Takeda and his daughter Namiko. However, the dojo's top student Masazuka becomes bitter over Namiko's friendship with Casey. One morning, during a sparring match, Masazuka loses his temper and nearly kills Casey by throwing a katana at him. In self-defense, Casey scars Masazuka below his right eye. As a result of his actions, Masazuka is expelled from the dojo by Sensei Takeda.",$10 million,"194,243$"
tt1183908,movie,New Town Killers,2008,100,"Action,Crime,Drama",5.6,1893,nm1174658,actor,"['nm1174658', 'nm0779084', 'nm0533258', 'nm1776168', 'nm1022566']",English,United Kingdom,"Two private bankers, Alistair (Scott) and Jamie (Mackenzie), who have the world at their feet get their kicks from playing a twelve-hour game of hunt, hide and seek with people from the margins of society. Their next target is Sean Macdonald (Pearson) a parentless teenager who lives with his sister on a housing estate on the outskirts of Edinburgh.",,
tt11843712,movie,Not a Game,2020,97,Documentary,5.6,650,,,,,,,,
tt1185384,movie,Not Your Typical Bigfoot Movie,2008,63,Documentary,6.6,256,,,,English,United States,,,
tt1185442,movie,Kurbaan,2009,161,"Action,Crime,Drama",5.7,5812,nm1167985,actor,"['nm1167985', 'nm0004626', 'nm0004626', 'nm0451307', 'nm0451307']",Hindi,India,"Avantika Ahuja, a psychology professor living in the United States, returns to Delhi after her father falls ill. While in Delhi, she meets Ehsaan Khan, a university professor from Mumbai; the two become friends and fall in love. Avantika receives an invitation to return to work in the United States. Ehsaan readily agrees to emigrate for her. The couple is married and living in America. Avantika helps Ehsaan get a job, and he is appointed as a professor to teach ""Islam and the Modern World"" at the same university. The pair lives a happy life in a quiet suburb populated by many South Asian families.",₹500 million (US$5.3 million),₹429 million (US$4.5 million)
tt1186248,movie,Nights and Weekends,2008,80,"Drama,Romance",5.8,2048,nm1950086,actress,"['nm1950086', 'nm1846132', 'nm1846132', 'nm0243231', 'nm2926144']",English,United States,"The film recounts a long-distance relationship between two people, one of whom lives in Chicago, the other in New York City. The first half of the film follows their relationship while the second half focuses on the dissolution and potential continuation of it, which occurs a year after the events of the first half of the film.","$15,000","$5,430"
tt1186365,movie,Kung-Fu Magoo,2010,79,"Action,Animation,Comedy",5.2,188,nm0071818,actor,"['nm0071818', 'nm0071818', 'nm0071818', 'nm0120309', 'nm0120309']",English,United States  Mexico  Canada Ireland,"The world's most notorious bad guys are invited to the island fortress of super-villain Tan-Gu (Lloyd Floyd) to compete in an Olympic-style tournament of evil, called the Evilympics. Mr. Quincy Magoo (Jim Conroy) and his 12-year-old nephew Justin (Dylan Sprouse) fight giant robot spiders, ninjas on jet skis, and Tan-Gu's ""Beasteen"" mutants, as representatives of the anti-evil task force.",$2.6 million,
tt1186367,movie,Ninja Assassin,2009,99,"Action,Thriller",6.3,79766,nm1713653,actor,"['nm1713653', 'nm0950935', 'nm0365140', 'nm0151187', 'nm0453489']",English,United States Germany,"The Ozunu Clan, led by the ruthless Lord Ozunu, trains orphans from around the world to become the ultimate ninja assassins to offer assassin services to rich clients. The clan charges 100 pounds worth of gold for their services and always kills any witnesses in the vicinity of their target. Raizo is one of the orphans. The Ozunu Clan's training is extremely brutal, especially for Raizo, since he is to be the next successor of the clan. The only kindness he ever feels is from a young kunoichi named Kiriko, with whom he eventually develops a romantic bond. As time goes by, Kiriko becomes disenchanted with the Ozunu's routine and decides to abandon it. One rainy night, Kiriko climbs a wall to escape and encourages Raizo to join her, but he chooses to stay. Branded as a traitor, Kiriko is captured and later executed in front of Raizo by their elder ninja brother, Takeshi, who impales her through the heart.",$30 million,$61.6 million
tt1186656,movie,Kacheli,2008,84,Drama,6.4,448,nm1459463,actor,"['nm1459463', 'nm0592499', 'nm0710938', 'nm0713614', 'nm3359076']",,,,,
tt11873472,movie,Neptune Frost,2021,105,"Fantasy,Musical,Romance",6.5,1293,nm12249455,actress,"['nm12249455', 'nm12903111', 'nm2568270', 'nm12903110', 'nm14241188']","Kinyarwanda
Kirundi
Swahili
French
English","Rwanda
United States","The film is an Afrofuturist story set in a village in Burundi made of computer parts, and centers on the relationship between Neptune, an intersex runaway, and Matalusa, a coltan miner, whose love leads a hacker collective.[3]",,"$203,393"
tt11902024,movie,No Future,2021,89,"Drama,Romance",5.4,533,nm0001416,actress,"['nm0001416', 'nm6390427', 'nm4023073', 'nm0355097', 'nm3994184']",English,United States,"Will is a recovering drug addict whose friend Chris died of an overdose after visiting him. Will, while struggling to keep his life together, begins to have an affair with Chris' mom, Claire.",,
tt11905394,movie,Kokoloko,2020,105,"Drama,Thriller",5.3,292,nm2084963,actor,"['nm2084963', 'nm7616518', 'nm1550718', 'nm0248489', 'nm15692390']",,,,,
tt11905514,movie,Kubrick by Kubrick,2020,73,Documentary,7.1,3150,,,,,,,,
tt11905538,movie,Not Going Quietly,2021,96,Documentary,7.9,166,,,,English,United States,,,
tt1192385,movie,Nenjinile,1999,122,"Action,Crime,Drama",6.9,868,nm0222181,actor,"['nm0222181', 'nm0465929', 'nm2937695', 'nm0712437', 'nm0708218']",Tamil,India,"Karunakaran is from an indebted family in Ambasamudram; who are looking for a groom for his younger sister. However, because of the family's financial status, all suitors are turned away and so, Karunakaran decides to go to Mumbai in order to get his passport and head to Dubai for work. In Mumbai, he stays with his elder sister who is estranged from their parents as she had eloped to marry. Karunakaran pays an agent from Tamil Nadu in Mumbai, for obtaining visa for UAE but it turned out that he was a fraud. Knowing that he cannot return to his village empty-handed and happens to meet his childhood friend Chandru.",,₹4.15 crore
tt11928960,movie,Kamen Rider Zero-One: Real×Time,2020,80,"Action,Sci-Fi",7.4,201,nm10361469,actor,"['nm10361469', 'nm10361469', 'nm9300678', 'nm9300678', 'nm10843474']",Japanese,Japan,"""If God created this world in 6 days, then I will destroy it in 60 minutes, and create a paradise."" Suddenly, a mysterious cult terrorist named S / Kamen Rider Eden, causes global panic as his numerous followers, the Abaddon Riders, place people in comas with a red gas-like substance in a series of several world-scale terrorist attacks. Aruto Hiden attempts to stop S, but is defeated with S taking the Zero-Two Progrisekey for his agenda. Aruto ends up in a virtual world the victims of the Abaddon Rider attacks ended up, meeting Akane Tojo. As Isamu Fuwa, AIMS, and the reformed MetsubouJinrai.net fight off the Abaddon Riders, Gai Amatsu, detains Makio Nodachi for selling their company's tech to the enemy. Isamu meets with Aruto's humagear secretary, Is, who reveals that Aruto believed S is connected to Ark and ordered Is to tell the others and to not get involved in fear of losing her again. While Isamu and Jin are attacked by a fighter jet, the latter revealing the gas is actually nano-machines.",,"$2,611,150"
tt11936300,movie,Komutan,2022,89,Action,5.6,709,nm1753595,actor,"['nm1753595', 'nm9514434', 'nm6741530', 'nm11585046', 'nm10519512']",,,,,
tt11952874,movie,Kung Fu Mulan,2020,100,Animation,4.2,198,nm0270480,actor,"['nm0270480', 'nm0346410', 'nm4048190', 'nm8384321']",,,,,
tt1198101,movie,Kites,2010,123,"Action,Drama,Romance",6,14411,nm0004335,actor,"['nm0004335', 'nm0605224', 'nm0605224', 'nm0114344', 'nm2144007']",SpanishEnglishHindi,India,"Jay Ray is a dance teacher in Las Vegas, Nevada. As a side hustle, he marries immigrant women to get them green cards in exchange for money. When Gina, the rich daughter of a powerful Anglo-Indian casino owner, Bob Grover, falls for him, Jay goes along to marry into money. He discovers that his future brother-in-law, the vicious, homicidal Tony, is about to marry a Mexican woman named Natasha, whom Jay knows as Linda, the last of the immigrant women he married. On the night before ""Natasha"" and Tony's wedding, Linda and Jay humorously agree to a ""divorce"". A jealous, gun-wielding Tony arrives at her apartment while Jay is there. After he hits her, Linda impulsively knocks him out with a heavy object while he tussles with Jay. Linda and Jay go on the run toward Mexico, with Tony and the police in pursuit. They are helped by a friend of Jay, Robin. Robin gives them fake passports and IDs so that they can escape and build the life they want.",₹82 crore,₹65 crore
tt11987258,movie,Neon Spring,2022,102,Drama,5.7,396,nm11429657,actress,"['nm11429657', 'nm11130883', 'nm11060357', 'nm11826901', 'nm9904316']",,,,,
tt11991132,movie,Kamali from Nadukkaveri,2021,147,Drama,7.5,1514,nm6695317,actress,"['nm6695317', 'nm0693092', 'nm8565406', 'nm5180541', 'nm1386816']",Tamil,India,"Kamali Shanmugam is a naughty, happy-go-lucky girl who lives in the village Nadukkaveri in Tamil Nadu. She studies in a Tamil medium State Board school there. She has an elder brother who studies in a convent because her father does not believe in properly educating a girl. Her brother earns the fury of their father after failing his 12th grade board exams. She does not have big ambitions until she sees the interview of the CBSE national topper Ashwin, who later goes to IIT Madras. Kamali falls in love with Ashwin at first sight whom she has never seen before and aspires to join IIT only for him. She realises that joining there is very hard and seeks help from her best friend, Valli, who knows Kamali's love for Ashwin, to help her. Her father puts forth a condition that if she fails to clear the exams, she has to marry her relative. Subramani, a teacher in her school suggests her to seek guidance from retired professor Arivudainambi but a trouble seems to await her as the professor has been the person who was irritated by Kamali's tactics earlier. Yet she tries to impress Arivu, to no avail, as he refuses, in anger, to coach her. However, the following day, he calls to apologise to her only to realise that she really has the potential to crack Jee Mains and Advanced. From that day, Kamali regularly and sincerely attends coaching sessions that helps her excel in studies at her school as well. She successfully cracks the entrance exams that earns her a seat in the B.Tech Computer Science department in IIT Madras.",,
tt11992106,movie,Körlesme,2020,87,Drama,5.3,132,nm2067919,actor,"['nm2067919', 'nm3104126', 'nm2414404', 'nm1156535', 'nm3298043']",,,,,
tt1199503,movie,Nick Nolte: No Exit,2008,74,"Biography,Documentary",6.5,164,,,,English,United States,,,
tt1200065,movie,Kantri,2008,166,Action,4.7,1275,nm1694524,actor,"['nm1694524', 'nm1394426', 'nm0849500', 'nm0019382', 'nm1298052']",Telugu,India,"NRI Krishna returns to his village with his wife and child to work for the upliftment of the village folk. However, when the family along with his old father, is on its way home with the money, Pothuraju aka PR betrays everyone by killing them and running away with the money, leaving his wife and son behind. Pothuraju is presently the head of a business empire and is known for his nefarious connections and illegal dealings. He is supported at every step by his friend and partner Seshu. Enters Kantri who enters Pothuraju's gang to earn money for the orphanage where he grew up (he was orphaned at a very young age). Kantri falls in love with Varalakshmi. However, she initially does not like Kantri but eventually falls for.his good nature.",,
tt12009110,movie,Karinca,2019,116,Drama,5.8,108,nm7249988,actor,"['nm7249988', 'nm11439115', 'nm2378157', 'nm0034823', 'nm8261362']",,,,,
